country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,reported_date,source
Czechia,CZ,CZE,10649800,121,,17-08-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,13,,19-08-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,1786,,25-09-2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,02-05-2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,2,,13-09-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,0,03-10-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,69,,08-08-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,78,24-03-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,0,03-01-2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,93,,24-09-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,3,18-08-2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,16-02-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,25,,29-05-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,0,17-01-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,32,,15-07-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,,3,04-10-2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,13318,,15-10-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,130,,08-08-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,13,,01-08-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,,0,30-08-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,13,29-09-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,,0,29-05-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,396,,04-04-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,,0,19-03-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,152,,07-07-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,3,,11-06-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,5509,,31-07-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,,0,07-03-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,,10,17-05-2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,,0,19-07-2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,,0,30-07-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,,14,13-04-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,4,29-08-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,,5,04-04-2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2,,11-03-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,,0,23-07-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,39,,17-08-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,1,,28-02-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,,0,11-04-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,0,27-01-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,0,01-02-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,2,21-10-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,,1,26-07-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,78,,05-04-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,,1,16-08-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,,9,27-05-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,529,,14-07-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,5,12-10-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,3114,,12-04-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,1,13-03-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,3783,,19-04-2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,,0,23-10-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,18,,24-07-2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,,1,05-03-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,,31,23-04-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,,92,26-05-2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,,0,24-09-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,,0,12-03-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,4368,,22-09-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,659,,03-07-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,3,,21-03-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,3082,,01-09-2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2,,04-10-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,157,,29-08-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,5,17-07-2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,19,,15-03-2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,277,,29-04-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,13,12-08-2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,1,,02-07-2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,,0,08-10-2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,,3,07-08-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,8,,28-03-2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,3,,12-09-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,3,11-09-2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,,5,03-05-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,0,0,04-02-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,0,0,18-02-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,1595,,23-10-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,,75,14-09-2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,59,,19-04-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,67,,11-09-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,71,,18-04-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,1,,02-06-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,79,,01-08-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,48,,16-03-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,21,20-05-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,0,0,19-08-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,0,0,05-01-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,0,0,10-01-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,186,,18-09-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,0,15-02-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,,1,11-06-2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,21-07-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,185,,08-09-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,0,01-02-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,442,,08-05-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,2,17-03-2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,,0,24-03-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,6,18-09-2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,05-05-2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,05-02-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,14,,28-06-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,,0,21-08-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,1,05-05-2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,06-09-2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,04-03-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,9,,17-06-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,193,,12-08-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,01-05-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,,1,19-03-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,,0,25-08-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,5158,,25-04-2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,,0,15-09-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,0,0,01-03-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,,0,16-05-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,0,0,23-01-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,,0,17-10-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,0,0,08-02-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,46,06-06-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,0,0,12-01-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,6,17-05-2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,0,08-02-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,23-07-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,1,,13-06-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,0,27-04-2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,12-04-2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,13-07-2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,10,,01-04-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,0,20-06-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,0,04-09-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,4281,,16-04-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,0,0,29-02-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,178,08-05-2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,349,,05-05-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,29-03-2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,114,,16-10-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,1552,,01-10-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,338,,06-06-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,9,29-08-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,,0,20-08-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,180,,17-07-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,188,,03-09-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,40,,22-07-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,,0,20-04-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,23-09-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,,3,16-05-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,23,,12-07-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,,15,22-05-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,897,,28-05-2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,9,,30-09-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,,17,01-08-2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,23-05-2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,,1,01-09-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,2,26-03-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,99,,04-08-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,,0,23-05-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,0,0,15-02-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,0,28-02-2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,0,21-01-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,518,06-04-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,,1,25-07-2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,,0,06-08-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,11123,,28-09-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,0,16-06-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,67,,13-10-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,38,,23-07-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,,5,08-09-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,27-01-2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,294,,30-07-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,4122,,13-10-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,,13,28-07-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,127,,25-08-2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,11-01-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,,35,24-04-2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,5,,07-07-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,443,,15-10-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,1,18-04-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,240,25-03-2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,11,,23-03-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,5,,03-03-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,8,19-09-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,3,16-10-2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,21,,22-08-2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,,0,01-04-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,,5,11-08-2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,,5,06-05-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,5,,09-05-2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,,1,02-10-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2,,08-06-2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,17-02-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2,,05-03-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,7,,09-09-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,11493,,09-10-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,259,,12-03-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,,1,21-08-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,1159,,29-03-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,4,,13-08-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,,0,24-03-2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2,,04-06-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,73,,28-03-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,2,26-08-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,153,,27-03-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,290,,20-09-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,49,04-07-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,1,12-10-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,22,,09-03-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,2,28-05-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,453,,22-09-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,7425,,24-06-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,4,10-08-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,1,,14-08-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,14,,15-05-2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,,2,22-09-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,210,,20-08-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,4,11-06-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,500,,18-08-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,,3,03-04-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,112,25-04-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,10-03-2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,4,,08-06-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,2,06-04-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,257,,15-09-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,,18,10-06-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,78,,14-09-2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,13,,11-03-2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,23-04-2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,09-02-2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,06-10-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,16-05-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,9,,27-06-2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,,30-05-2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,17-08-2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,,0,02-06-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,87,,12-05-2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,23-07-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,656,,16-06-2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,13-09-2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,1,21-08-2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,,4,28-04-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,0,0,22-02-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2972,,15-04-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,93,,30-09-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,79,,10-06-2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,04-01-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,785,,30-08-2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,60,,03-10-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,24,,18-05-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,14,,20-06-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,0,12-01-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,51,,02-04-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2,,25-06-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,89,,01-08-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,566,,11-06-2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,13-02-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,0,13-02-2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,111,,19-05-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,0,0,14-01-2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,14-10-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,0,05-02-2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,,0,02-09-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,808,,02-04-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,,279,18-10-2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,11,,30-07-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,0,19-02-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,15,10-06-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,,3,15-05-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,,10,13-06-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,,4,07-04-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,,0,03-02-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,29,,23-05-2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,,0,30-06-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,0,22-02-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,29,,26-03-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,212,30-03-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,0,11-10-2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,2,,01-05-2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,05-02-2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,4,,01-10-2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,0,15-02-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,188,,03-06-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,1105,08-04-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,50,18-09-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,1,,28-05-2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,6,,14-03-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,999,,20-03-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,,150,16-09-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,,0,05-08-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,3,,08-03-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,254,04-06-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,34,,04-09-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,14,,15-03-2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,1,,03-05-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,37,,06-05-2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,8,,27-04-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,78,,11-08-2020,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,,0,23-09-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,0,0,05-01-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,22-05-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,0,22-02-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1256,,16-08-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,127,,09-06-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,21-08-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2253,,07-05-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,704,,13-06-2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,30-06-2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,,0,08-08-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,,1,13-08-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,0,0,16-01-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,96,,28-06-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,0,0,04-01-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,8,20-09-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,62,,29-06-2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,,0,26-06-2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,26-04-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,318,,10-06-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,,7,31-07-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,,8,22-06-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,17,,29-03-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,15,,15-04-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,,1,28-08-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,0,0,06-01-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,179,,06-09-2020,"Epidemic intelligence, national daily data"
