country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,reported_date,source
Liechtenstein,LI,LIE,38378,0,0,05-08-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,132,,18-08-2020,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,,31-03-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,,0,23-10-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,86,,20-09-2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,0,0,02-02-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,200,,16-05-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,20,01-05-2020,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,,1,30-08-2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,19-06-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,,2,13-06-2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,1,,06-04-2020,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,14-08-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,,10,25-03-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,,2,10-08-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,30,,11-05-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,49,,15-04-2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,,1,09-04-2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,2,,05-08-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,6,,20-04-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,5,18-07-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,3,07-09-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,0,19-01-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,0,0,02-03-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1226,,15-08-2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,20-09-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,513,,19-05-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,830,,04-10-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,1709,,04-10-2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,994,,22-07-2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,,26,11-05-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,1,,04-07-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,682,24-04-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,0,0,21-02-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,,4,24-05-2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,,17,10-07-2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,22-06-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,27-07-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,273,,13-08-2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,,0,17-03-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,,3,19-10-2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,,1,02-04-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,546,,06-05-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,0,01-03-2020,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,1,18-10-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,0,29-08-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,07-09-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,3,,16-03-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,20-01-2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,,59,20-10-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,3,12-08-2020,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2,,09-03-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,35,,18-08-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2858,,31-03-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,0,28-02-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,,2,05-05-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,,35,29-08-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,3,14-07-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,29,13-06-2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,,0,12-03-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,,16,08-04-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,0,0,10-09-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,37,19-05-2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,,0,28-08-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,,27,04-07-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,1459,,10-04-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,,6,14-09-2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,8,,25-07-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,,03-08-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,0,08-03-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,18,,16-06-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,4782,,02-04-2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,28-08-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,,0,22-03-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,7,11-04-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,,10,02-08-2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,241,,04-10-2020,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,45,,18-09-2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,,126,08-10-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,17,,01-06-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,9,,01-06-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,43,,13-07-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,2,29-09-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,4438,,24-03-2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,,0,23-09-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,19,,04-06-2020,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,17-09-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,32,28-08-2020,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,58,,13-08-2020,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,27-06-2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,16,,07-04-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,,12,17-09-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,364,27-04-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,55,,09-03-2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,,0,09-07-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,135,,28-07-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,25,22-07-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,642,,20-08-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,14,,25-08-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,13,04-09-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,0,20-02-2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,0,0,14-01-2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,,84,24-09-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,88,,25-06-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,,0,01-09-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,137,,27-07-2020,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,922,,18-09-2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,,0,26-07-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,,1,24-03-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,,6,02-03-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,0,25-02-2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,36,,03-08-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,0,0,18-02-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,769,,07-08-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,,4,22-05-2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,0,0,21-02-2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,1161,,09-09-2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,166,,30-04-2020,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,,6,16-08-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,515,,03-06-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,2,17-04-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,6,31-07-2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,04-01-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,26,,11-04-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,171,,02-09-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,04-02-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,8232,,30-09-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,0,0,11-01-2020,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,,27,09-04-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,2,23-07-2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,22-08-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1671,,12-09-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,680,,15-10-2020,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,0,18-02-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,16,,06-06-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,9,13-08-2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,3,,21-10-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,29-03-2020,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,27-07-2020,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,4,,24-04-2020,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,,0,18-06-2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,4,,17-05-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,0,19-02-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,26,,31-08-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,97,,05-07-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,23,,30-06-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,672,02-04-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,82,,26-08-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,6,27-09-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,5,27-08-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,6,08-09-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,911,,03-05-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,124,,31-08-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,111,,24-08-2020,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,14,09-07-2020,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,0,0,14-03-2020,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,0,22-02-2020,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,14,,07-04-2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,07-02-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,,0,01-08-2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,1,,05-06-2020,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,439,,13-05-2020,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,108,,19-06-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,0,13-02-2020,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,18-03-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,25,,31-08-2020,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,7,,21-07-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,0,04-03-2020,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,3083,,23-04-2020,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,3,,06-04-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,0,05-02-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,8,06-04-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,25,,06-03-2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,14,,24-08-2020,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,1,07-06-2020,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,23-03-2020,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,69,,26-06-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,933,,09-05-2020,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,7,08-07-2020,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,6,16-10-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,,8,12-06-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,,0,09-04-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,170,,23-08-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,1,03-06-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,181,,06-10-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,,2,04-04-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,41,,25-09-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,627,,17-09-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,0,29-02-2020,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,35,27-09-2020,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,,0,20-03-2020,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,3,16-04-2020,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2,,11-03-2020,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,456,,12-05-2020,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,,0,14-09-2020,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,11,,06-05-2020,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,,8,19-04-2020,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,2,16-03-2020,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,,636,07-04-2020,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,,0,21-05-2020,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,70,,22-09-2020,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,0,04-09-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,119,,28-07-2020,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,161,,04-09-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,691,,05-10-2020,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,0,0,24-02-2020,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,,1,10-08-2020,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,31,,21-04-2020,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,,0,01-06-2020,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,3,21-10-2020,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,,29,15-10-2020,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,14,,27-07-2020,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,15150,,17-10-2020,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,411,,15-04-2020,"Epidemic intelligence, national daily data"
